name,description,category,muscle,equipment,difficulty,rating,rating_description,image_url,primary_muscle,muscle_region,secondary_images
landmine press and catch,"The single-arm linear jammer is an explosive pressing movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The linear jammer involves pressing the weight into the air, then catching it with the other hand. The movement focuses primarily on the muscles of the shoulders or deltoids. It can be trained in traditional muscle and strength-focused rep ranges, for lower reps with a focus on explosive pressing power, or for higher reps.",strength,forearms,Other,Intermediate,5.9,,,full_muscle,full_muscle,[]
landmine squat,"The landmine squat is a lower-body exercise that uses an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The landmine squat is similar in many ways to a goblet squat, but with slight differences due to the angle of the barbell. It can be trained in traditional muscle and strength-focused rep ranges or for higher reps.",strength,legs,Other,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
landmine twist,"The landmine twist is a rotational abdominal movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominis. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side or for higher rep ranges.",strength,core,Other,Intermediate,9.5,Average,,full_muscle,full_muscle,[]
lat pull-down,"The lat pull-down is a cable-based exercise that's ubiquitous in gyms around the world. This back builder is easy to learn and highly effective at building back size and strength. It's usually trained in moderate to high reps, such as 8-12 reps per set. If grip strength is a limitation, you can wear wrist straps.",strength,lats,Cable,Intermediate,8.6,Average,,full_muscle,full_muscle,[]
lat pull-down - gethin variation,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",strength,lats,Cable,Intermediate,5.9,,,full_muscle,full_muscle,[]
lateral ape,"The lateral ape is an exercise focused on the lower body that involves staying in a low squat position as you hop laterally. It can be performed as part of a dynamic warm-up, to improve hip mobility, or as part of a fat-loss or athleticism-focused circuit workout.",strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
lateral band walk,No description available,strength,abductors,Bands,Intermediate,0.0,,,full_muscle,full_muscle,[]
lateral box jump,"The lateral box jump is a plyometric exercise targeting lateral agility and lower-body strength. It's a great move for athletes in many sports, including basketball, skiing, and tennis.",plyometrics,adductors,Other,Intermediate,0.0,,,full_muscle,full_muscle,[]
lateral cone hop,"The lateral cone hop is an agility drill that involves jumping over cones or other short hurdles side to side rather than front to back. It can be performed for reps or for time and can be beneficial for track athletes, basketball players, or any other athletes who need explosive lateral power.",plyometrics,adductors,Bodyweight,Intermediate,0.0,,,full_muscle,full_muscle,[]
lateral hop,"The lateral hop is an explosive bodyweight exercise that consists of a two-legged hop to the side. It targets the lower body, including the quads, glutes, and hamstrings. Performed for reps, it also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",plyometrics,adductors,Bodyweight,Intermediate,7.3,Average,,full_muscle,full_muscle,[]
lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",strength,legs,Bodyweight,Intermediate,7.8,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
lateral raise - with bands,No description available,strength,shoulders,Bands,Beginner,7.9,Average,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_lateral,shoulders_lateral,[]
lateral shuffle,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners.",strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,[]
lateral speed step,No description available,cardio,legs,Bodyweight,Intermediate,0.0,,,"full_muscle, cardio_system","full_muscle, cardio_system",[]
lateral squats,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",strength,legs,Bodyweight,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,"legs_quads, glute_maximus",['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg']
latissimus dorsi smr,"Latissimus dorsi self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the lat muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Latissimus dorsi SMR is often accompanied by SMR on the pectorals or rhomboids, or by stretches that target the lats.",stretching,lats,Foam Roll,Intermediate,4.7,Average,,full_muscle,full_muscle,[]
ld cable one-arm upright row,No description available,strength,arms,Cable,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,[]
leg curl,"The leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It comes in seated and lying varieties, but the seated leg curl machine is more common in commercial gyms. Leg curl variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",strength,legs,Machine,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,legs_hamstrings,[]
leg extension,"The leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,legs_quads,[]
leg extension - gethin variation,The leg extension is an isolation exercise for the quads.,strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,legs_quads,[]
leg extensions,The leg extension is an isolation exercise for the quads.,strength,legs,Machine,Intermediate,8.5,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,legs_quads,[]
leg extensions - gethin variation,The leg extension is an isolation exercise for the quads.,strength,legs,Machine,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,legs_quads,legs_quads,[]
leg press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,strength,legs,Machine,Intermediate,8.8,Average,,full_muscle,"full_muscle, glute_maximus, legs_quads","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg']"
leg press - gethin variation,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,strength,legs,Machine,Intermediate,5.9,,,full_muscle,"full_muscle, glute_maximus, legs_quads","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg']"
leg press calf raise,"The leg press calf raise is a variation of the standing calf raise performed in a leg press machine. This allows for heavy loading, but also shoulder comfort from the pads of the leg press. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more.",strength,calves,Machine,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Calves.jpg?v=1601051316,calves_soleus,"calves_soleus, glute_maximus, legs_quads","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg']"
leg press-,"The leg press is a machine exercise targeting the leg muscles, including the quads, glutes, and hamstrings. It's a favorite among lifters who prefer the seated position to standing with a load on the spine. The leg press is often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",strength,legs,Machine,Intermediate,5.9,,,full_muscle,"full_muscle, glute_maximus, legs_quads","['https://mdhealth.com.au/wp-content/uploads/2014/07/gluteus-maximus-1000x675.jpg', 'https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg']"
leg pull-in,"The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.",strength,core,Bodyweight,Beginner,7.4,Average,,full_muscle,full_muscle,[]
